WKT,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon
"POLYGON Z ((80.2476027 13.0611997 0,80.2473365 13.0610664 0,80.2474666 13.0608319 0,80.2476067 13.0607927 0,80.2477288 13.0608881 0,80.2478407 13.0610246 0,80.2477261 13.0611206 0,80.2476027 13.0611997 0))",Polygon 185,,,,,,-1,0,-1,,
